index,name,x,y,total_roughness,n_notes
268,Min-inv1-10,13.676670,6.063018,31.278055,3
269,Min-inv2-10,-12.059230,5.132768,31.689488,3
270,Dim-fund-10,-13.599828,-5.433700,33.594278,3
271,Dim-inv1-10,-12.290162,-9.295837,31.636233,3
272,Dim-inv2-10,-11.447914,-9.856985,30.747627,3
273,Aug-fund-10,4.298137,11.850850,31.964418,3
274,Aug-inv1-10,4.298137,11.850850,31.964418,3
275,Aug-inv2-10,4.298137,11.850850,31.964418,3
276,Maj-fund-11,-5.703844,11.569460,31.470372,3
277,Maj-inv1-11,-12.116281,4.748181,31.360129,3
278,Maj-inv2-11,13.547287,4.932431,30.063314,3
279,Min-fund-11,-6.532192,11.307705,31.759159,3
280,Min-inv1-11,13.209028,5.801662,30.364346,3
281,Min-inv2-11,-11.443074,4.876053,30.771698,3
282,Dim-fund-11,-13.071678,-5.403011,32.708690,3
283,Dim-inv1-11,-11.862150,-8.972980,30.739974,3
284,Dim-inv2-11,-11.023259,-9.523888,29.827858,3
285,Aug-fund-11,4.150960,11.376177,31.052632,3
286,Aug-inv1-11,4.150960,11.376177,31.052632,3
287,Aug-inv2-11,4.150960,11.376177,31.052632,3
