k,tones,rating,scalar_roughness,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11
4,0_1_7_8,1.5,9.58868249237711,5.713827421422334,0.0,0.0,0.0,0.0,1.4458571107999683,0.9959585952468055,1.4330393649080009,0.0,0.0,0.0,0.0
4,0_1_7_9,1.33333333333333,8.868715822020018,2.9615763495651417,1.5868772252446322,0.0,0.0,0.0,1.4458571107999683,0.5169342303997502,1.3870166298403737,0.9704542761701506,0.0,0.0,0.0
4,0_1_7_10,1.9,8.23400517117349,2.9615763495651417,0.0,1.1703970549701568,0.0,0.0,1.4458571107999683,0.5169342303997502,0.0,0.9203943076627417,1.218846117775732,0.0,0.0
4,0_1_7_11,1.63333333333333,8.839130568930608,2.9615763495651417,0.0,0.0,1.097155090446192,0.0,1.4458571107999683,0.5169342303997502,0.0,0.0,1.1599448028354886,1.6576629848840672,0.0
4,0_1_7_12,1.76666666666667,7.242938569019168,2.9615763495651417,0.0,0.0,0.0,0.6488895187758247,1.4458571107999683,0.5169342303997502,0.0,0.0,0.0,1.6302098701813246,0.03947148929715851
4,0_1_8_9,1.4,9.949041282389512,5.67950664662393,0.0,0.0,0.0,0.0,0.0,0.47902436484705535,2.8200559947483743,0.9704542761701506,0.0,0.0,0.0
4,0_1_8_10,1.96666666666667,8.52688350770925,2.9615763495651417,1.514003002950578,0.0,0.0,0.0,0.0,0.47902436484705535,1.4330393649080009,0.9203943076627417,1.218846117775732,0.0,0.0
4,0_1_8_11,1.6,8.80532672941086,2.9615763495651417,0.0,1.1140788623711047,0.0,0.0,0.0,0.47902436484705535,1.4330393649080009,0.0,1.1599448028354886,1.6576629848840672,0.0
4,0_1_8_12,2.36666666666667,7.60059683381082,2.9615763495651417,0.0,0.0,1.0572753950121385,0.0,0.0,0.47902436484705535,1.4330393649080009,0.0,0.0,1.6302098701813246,0.03947148929715851
4,0_1_9_10,1.23333333333333,10.140926743049253,5.644215411600257,0.0,0.0,0.0,0.0,0.0,0.0,1.3870166298403737,1.8908485838328923,1.218846117775732,0.0,0.0
4,0_1_9_11,1.2,9.580089931243965,2.9615763495651417,1.4434348879487446,0.0,0.0,0.0,0.0,0.0,1.3870166298403737,0.9704542761701506,1.1599448028354886,1.6576629848840672,0.0
4,0_1_9_12,1.7,8.04997678650367,2.9615763495651417,0.0,1.0612481714495205,0.0,0.0,0.0,0.0,1.3870166298403737,0.9704542761701506,0.0,1.6302098701813246,0.03947148929715851
4,0_1_10_11,1.33333333333333,10.56488819611737,5.60803998295934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9203943076627417,2.3787909206112205,1.6576629848840672,0.0
